idSite	campaign_id	banner_id	device	ad_group_id	criteria_id	avg_click_position	slot	location_of_presence_id	AdRetargetindId	position_type	AdTargetId	AdvertisingSystem	DRF	utm_content	utm_term	utm_medium	utm_campaign	utm_source	date	impression	clicks	cost	integration_id	sign	average_position	referrerTypeName	source_medium	marketing_source	traffic_channel	account_login	location_of_presence_name	average_position_round	avg_click_position_round	effective_impressions
90	1400138126	271747997461	desktop	56806693658	298186165101	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138120	268898161154	mobile	55997314235	298509769403	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138129	271716937886	mobile	55997340635	488079207272	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	1.3	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138129	271716938147	desktop	55997342555	18603612310	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138144	268917072616	mobile	56806710138	13122116803	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	5.0	Campaigns	google/cpc	google	cpc	2207138850	none	5	none	0
90	1400138111	268860550203	desktop	55997308475	302784032814	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.5	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138114	268860550287	desktop	55997316235	332076873020	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138123	271716973625	mobile	56806695258	297011952713	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	4	1	3.99	93	1	1.3	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	4
90	1400138153	268898290250	mobile	56806715498	321522316980	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550227	tablet	55997309035	350970883407	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	2.5	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138117	268860550503	desktop	55997309915	255296074	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138153	268898290250	desktop	56806715498	321522316980	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	1	9.96	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	3
90	1400138291	271748139529	tablet	56806725018	296854451271	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	5	0	0.00	93	1	2.6	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138144	268917072613	mobile	56806710138	13122116803	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	3.0	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138114	268860550266	mobile	55997315715	302784024654	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138291	271748139742	mobile	56806727018	336343064793	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	6	0	0.00	93	1	1.2	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550224	tablet	55997308995	144442978	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550260	desktop	55997309755	322733053573	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138129	271716937886	mobile	55997340635	488079207272	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138144	268917072382	mobile	56806708058	298191809278	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138144	268917072679	desktop	56806711618	298186157221	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	3.0	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138120	268898161148	tablet	55997314075	322733053573	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	4.0	Campaigns	google/cpc	google	cpc	2207138850	none	4	none	0
90	1400138117	268860550503	tablet	55997309915	255296074	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	1	22.53	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	1
90	1400138126	271747997257	mobile	55997346195	296854446391	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138153	268898290250	mobile	56806715498	321522316980	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	26	2	14.38	93	1	1.2	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	26
90	1400138144	268917072682	mobile	56806711618	298186166341	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	1	6.03	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	1
90	1400138120	268898161148	mobile	55997314075	322733053573	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	9	0	0.00	93	1	2.6	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138150	268917087838	mobile	56806715898	296854444471	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138153	268898290046	mobile	56806713978	296854451471	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	4	2	14.02	93	1	1.8	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	4
90	1400138144	268917072649	mobile	56806710898	350467864207	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	3.0	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138120	268898161148	mobile	55997314075	322733053573	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	5	3	24.48	93	1	1.6	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	5
90	1400138150	268898289803	mobile	56806719298	296282317331	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550260	mobile	55997309755	322733053573	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138114	268860550470	desktop	55997317875	23574336	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	7	3	16.74	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	7
90	1400138153	268898290250	tablet	56806715498	321522316980	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	4	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550230	tablet	55997309035	350970883407	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138114	268860550470	tablet	55997317875	23574336	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	6	0	0.00	93	1	1.5	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138111	268860550260	desktop	55997309755	322733053573	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138144	268917072610	mobile	56806710138	13122116803	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	8	0	0.00	93	1	2.4	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138111	268860550077	tablet	55997308315	369035437427	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	1	10.54	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	1
90	1400138114	268860550476	mobile	55997317915	350970883407	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138144	268917072682	mobile	56806711618	298186157221	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.5	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138126	271747997461	desktop	56806693658	367038806606	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550230	tablet	55997309035	350970883407	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138120	268898161124	desktop	55997313555	317051306568	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	3.0	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	0
90	1400138126	271747997410	mobile	55997346195	298047822205	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138153	268898289824	mobile	56806711898	309760110211	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550257	mobile	55997309715	306795492880	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	1	2.36	93	1	3.0	Campaigns	google/cpc	google	cpc	2207138850	none	3	none	1
90	1400138291	271748139742	desktop	56806727018	336343064793	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138291	271748139532	mobile	56806725018	295869518294	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	1	9.46	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	1
90	1400138123	271716973625	mobile	56806695258	297011952713	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	4.0	Campaigns	google/cpc	google	cpc	2207138850	none	4	none	0
90	1400138153	268898290046	mobile	56806713978	297179127285	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138111	268860550068	desktop	55997308075	299677809975	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	6.0	Campaigns	google/cpc	google	cpc	2207138850	none	6	none	0
90	1400138111	268860550212	desktop	55997308715	298481071856	none	none	none	none	none	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	4.0	Campaigns	google/cpc	google	cpc	2207138850	none	4	none	0
90	1400138114	268860550470	mobile	55997317875	23574336	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	29	3	9.68	93	1	1.4	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	29
90	1400138153	268898290046	tablet	56806713978	296854444471	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138123	271716973628	tablet	56806695258	297011952713	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138111	268860550212	desktop	55997308715	298481071856	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138153	268898290013	mobile	56806713258	357140382175	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	2.0	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
90	1400138144	268917072679	desktop	56806711618	298186166341	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	4.0	Campaigns	google/cpc	google	cpc	2207138850	none	4	none	0
90	1400138150	268898289803	mobile	56806719298	296282317331	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138291	271748139745	desktop	56806727178	371355807007	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	1.3	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138126	271747997275	mobile	55997346195	298047822205	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	1	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138114	268860550473	mobile	55997317915	350970883407	none	premium	none	none	premium	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	15	5	29.03	93	1	1.6	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	15
90	1400138117	268860550515	tablet	55997310195	298481071856	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.0	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138291	271748139532	mobile	56806725018	296854451271	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	3	0	0.00	93	1	1.3	Campaigns	google/cpc	google	cpc	2207138850	none	1	none	0
90	1400138114	268860550473	desktop	55997317915	350970883407	none	other	none	none	other	none	google adwords	none	(not set)	(not set)	cpc	(not set)	google	2019-01-02	2	0	0.00	93	1	1.5	Campaigns	google/cpc	google	cpc	2207138850	none	2	none	0
