idSite	campaign_id	banner_id	device	ad_group_id	criteria_id	avg_click_position	slot	location_of_presence_id	AdRetargetindId	placement	AdTargetId	AdvertisingSystem	DRF	utm_content	utm_term	utm_medium	utm_campaign	utm_source	date	impressions	clicks	cost	integration_id	sign	avg_impression_position	referrerTypeName	source_medium	marketing_source	traffic_channel	account_login	location_of_presence_name	avg_impression_position_round	avg_click_position_round	effective_impressions
34	29966930	4763419968	desktop	2925366262	10957707579	--	other	213	none	auto.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419968	desktop	2925366262	10957707579	--	other	213	none	kinopoisk.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419968	desktop	2925366262	10957707579	--	other	213	none	win.mail.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	2	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419968	desktop	2925366262	10957707579	--	other	213	none	www.hh.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419967	mobile	2925366262	10957707579	--	other	213	none	game.maddex.jump	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	6	1	2.10	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	6
34	29966930	4763419968	mobile	2925366262	10957707579	--	other	213	none	game.maddex.jump	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419968	tablet	2925366262	10957707579	--	other	213	none	avito.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419968	tablet	2925366262	10957707579	--	other	213	none	lenta.ru	none	yandex direct	none	base	агентство контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Москва	--	--	0
34	29966930	4763419971	desktop	2925366264	10957707581	--	other	10715	none	news.yandex.ru	none	yandex direct	none	base	настройка контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Апрелевка	--	--	0
34	29966930	4763419971	desktop	2925366264	10957707581	--	other	10715	none	win.mail.ru	none	yandex direct	none	base	настройка контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Апрелевка	--	--	0
34	29966930	4763419971	desktop	2925366264	10957707581	--	other	10716	none	avito.ru	none	yandex direct	none	base	настройка контекстной рекламы	cpc	29966930.kontextnaya_reklama_rezultat_set	yandex	2019-01-02	1	0	0.00	138	1	--	Campaigns	yandex/cpc	yandex	cpc	direct2015akr	Балашиха	--	--	0
